item_id;product_id;item_price;order_id;quantity;created_at
500;2780;142.68;241;1;2024-07-19 11:43:17+00
501;5187;167.55;241;1;2024-07-19 11:43:17+00
502;1724;158.77;242;2;2024-07-20 11:36:07+00
503;464;67.6;242;2;2024-07-20 11:36:07+00
504;2818;268.57;242;2;2024-07-20 11:36:07+00
505;5678;231.72;243;2;2024-07-21 12:11:43+00
506;4713;116.24;243;2;2024-07-21 12:11:43+00
507;9636;247.65;243;2;2024-07-21 12:11:43+00
508;8679;20.1;244;2;2024-07-21 13:15:17+00
509;11296;74.23;245;1;2024-07-22 12:16:58+00
510;9942;124.13;245;2;2024-07-22 12:16:58+00
511;3975;203.5;245;2;2024-07-22 12:16:58+00
512;10016;124.13;246;2;2024-07-23 10:08:30+00
513;12540;171.24;246;2;2024-07-23 10:08:30+00
514;13191;235.47;246;2;2024-07-23 10:08:30+00
515;10345;236.95;247;1;2024-07-24 09:26:26+00
516;9281;246.6;247;1;2024-07-24 09:26:26+00
517;1563;34.97;248;2;2024-07-25 16:54:24+00
518;2671;142.68;248;2;2024-07-25 16:54:24+00
519;8595;20.1;248;2;2024-07-25 16:54:24+00
520;601;281.22;249;1;2024-07-25 17:56:18+00
521;1574;34.97;249;2;2024-07-25 17:56:18+00
522;11267;74.23;249;2;2024-07-25 17:56:18+00
523;14180;170.61;250;2;2024-07-25 12:55:29+00
524;7899;234.66;250;2;2024-07-25 12:55:29+00
525;2611;275.94;250;2;2024-07-25 12:55:29+00
526;9639;247.65;251;1;2024-07-26 11:00:41+00
527;6576;22.47;251;1;2024-07-26 11:00:41+00
528;14348;246.92;252;2;2024-07-27 10:45:30+00
529;11483;287.87;252;1;2024-07-27 10:45:30+00
530;5149;167.55;253;1;2024-07-27 14:25:47+00
531;12265;197.75;253;2;2024-07-27 14:25:47+00
532;1250;28.56;253;1;2024-07-27 14:25:47+00
533;7500;102.23;254;1;2024-07-28 11:34:33+00
534;1457;61.77;254;2;2024-07-28 11:34:33+00
535;5039;208.94;255;1;2024-07-28 10:50:53+00
536;3040;215.17;255;2;2024-07-28 10:50:53+00
537;11084;57.8;256;2;2024-07-29 15:21:18+00
538;9028;47.46;256;2;2024-07-29 15:21:18+00
539;3320;288.72;256;2;2024-07-29 15:21:18+00
540;11002;57.8;257;2;2024-07-29 13:19:23+00
541;7232;236.56;257;2;2024-07-29 13:19:23+00
542;9843;187.29;257;1;2024-07-29 13:19:23+00
543;6348;83.11;258;1;2024-07-30 15:27:52+00
544;21;222.42;258;1;2024-07-30 15:27:52+00
545;13041;97.53;258;1;2024-07-30 15:27:52+00
546;8122;111.78;259;1;2024-07-30 15:01:23+00
547;6142;163.16;259;2;2024-07-30 15:01:23+00
548;14336;246.92;260;1;2024-07-31 10:03:19+00
549;5577;231.72;260;2;2024-07-31 10:03:19+00
550;7347;236.56;260;2;2024-07-31 10:03:19+00
551;6981;113.29;261;2;2024-07-31 16:23:42+00
552;727;281.22;261;1;2024-07-31 16:23:42+00
553;8245;111.78;261;2;2024-07-31 16:23:42+00
554;5492;262.44;262;1;2024-08-01 14:08:22+00
555;2823;268.57;263;1;2024-08-01 10:21:35+00
556;13062;97.53;263;1;2024-08-01 10:21:35+00
557;1932;226.63;264;2;2024-08-02 15:19:31+00
558;11529;287.87;264;2;2024-08-02 15:19:31+00
559;151;88.99;264;1;2024-08-02 15:19:31+00
560;13452;276.23;265;2;2024-08-02 13:25:13+00
561;7599;289.24;265;1;2024-08-02 13:25:13+00
562;877;66.62;265;2;2024-08-02 13:25:13+00
563;10522;64.13;266;2;2024-08-03 15:50:36+00
564;531;67.6;266;2;2024-08-03 15:50:36+00
565;3454;155.59;266;1;2024-08-03 15:50:36+00
566;8589;20.1;267;2;2024-08-03 12:38:54+00
567;1006;111.73;267;2;2024-08-03 12:38:54+00
568;14193;170.61;268;2;2024-08-03 11:21:38+00
569;8789;237.93;269;1;2024-08-04 11:36:50+00
570;1866;226.63;269;1;2024-08-04 11:36:50+00
571;1963;226.63;269;1;2024-08-04 11:36:50+00
572;2443;135.84;270;2;2024-08-05 14:53:48+00
573;9680;247.65;270;2;2024-08-05 14:53:48+00
574;12173;121.87;271;2;2024-08-05 09:32:28+00
575;13024;97.53;272;1;2024-08-06 17:00:27+00
576;8458;278.2;273;1;2024-08-06 11:45:11+00
577;13265;235.47;273;2;2024-08-06 11:45:11+00
578;174;88.99;274;1;2024-08-07 17:04:12+00
579;4605;116.24;275;1;2024-08-07 12:31:56+00
580;6955;113.29;275;1;2024-08-07 12:31:56+00
581;13352;31.23;275;2;2024-08-07 12:31:56+00
582;3471;155.59;276;1;2024-08-08 09:17:04+00
583;12662;230.23;276;1;2024-08-08 09:17:04+00
584;13399;31.23;277;1;2024-08-09 09:53:59+00
585;8164;111.78;277;1;2024-08-09 09:53:59+00
586;4286;134.02;277;2;2024-08-09 09:53:59+00
587;13763;275.16;278;1;2024-08-10 17:06:27+00
588;9248;246.6;278;2;2024-08-10 17:06:27+00
589;3550;155.59;279;1;2024-08-11 10:21:00+00
590;1228;28.56;280;1;2024-08-12 15:33:58+00
591;6129;163.16;280;1;2024-08-12 15:33:58+00
592;13159;235.47;280;2;2024-08-12 15:33:58+00
593;10922;53.72;281;2;2024-08-12 09:13:49+00
594;4247;134.02;282;2;2024-08-13 12:26:57+00
595;5700;231.72;283;2;2024-08-14 12:24:53+00
596;12203;197.75;283;2;2024-08-14 12:24:53+00
597;2905;268.57;284;2;2024-08-14 14:12:22+00
598;8314;290.75;284;1;2024-08-14 14:12:22+00
599;12272;197.75;284;1;2024-08-14 14:12:22+00
600;7118;114.53;285;2;2024-08-14 11:55:20+00
601;12215;197.75;286;2;2024-08-15 11:17:58+00
602;10851;53.72;286;2;2024-08-15 11:17:58+00
603;13993;230.3;287;2;2024-08-15 15:10:03+00
604;8056;250.91;288;1;2024-08-15 16:09:12+00
605;1759;158.77;288;1;2024-08-15 16:09:12+00
606;2552;275.94;289;2;2024-08-16 16:47:23+00
607;5378;186.72;290;2;2024-08-16 13:31:41+00
608;7893;234.66;290;2;2024-08-16 13:31:41+00
609;7047;113.29;291;2;2024-08-16 12:53:28+00
610;6804;110.88;292;1;2024-08-17 12:11:45+00
611;47;222.42;293;2;2024-08-17 13:52:27+00
612;1687;34.97;293;2;2024-08-17 13:52:27+00
613;9683;247.65;294;2;2024-08-18 12:16:51+00
614;3313;288.72;294;1;2024-08-18 12:16:51+00
615;2503;275.94;295;2;2024-08-19 10:18:02+00
616;7620;289.24;295;1;2024-08-19 10:18:02+00
617;4431;246.25;295;2;2024-08-19 10:18:02+00
618;3774;128.63;296;1;2024-08-20 17:08:55+00
619;6881;110.88;296;1;2024-08-20 17:08:55+00
620;4744;116.24;297;2;2024-08-20 12:10:06+00
621;1580;34.97;298;2;2024-08-21 16:48:22+00
622;13921;215.83;299;2;2024-08-21 17:07:18+00
623;4297;134.02;300;2;2024-08-22 09:26:16+00
624;11598;287.87;300;1;2024-08-22 09:26:16+00
625;9933;124.13;300;1;2024-08-22 09:26:16+00
626;11694;46.67;301;1;2024-08-22 12:04:44+00
627;1804;158.77;302;1;2024-08-23 15:07:00+00
628;7946;234.66;303;1;2024-08-24 14:47:48+00
629;1726;158.77;304;2;2024-08-25 15:07:25+00
630;906;111.73;304;1;2024-08-25 15:07:25+00
631;3380;288.72;305;2;2024-08-25 13:26:25+00
632;2829;268.57;305;2;2024-08-25 13:26:25+00
633;5758;162.85;306;1;2024-08-25 13:57:48+00
634;1413;61.77;306;1;2024-08-25 13:57:48+00
635;3885;203.5;307;2;2024-08-26 16:31:26+00
636;9910;124.13;307;1;2024-08-26 16:31:26+00
637;4463;264.4;308;1;2024-08-26 09:52:50+00
638;4440;246.25;308;2;2024-08-26 09:52:50+00
639;9031;47.46;308;1;2024-08-26 09:52:50+00
640;3786;128.63;309;1;2024-08-27 15:02:44+00
641;2833;268.57;309;1;2024-08-27 15:02:44+00
642;6115;163.16;310;2;2024-08-27 10:18:13+00
643;13883;215.83;310;2;2024-08-27 10:18:13+00
644;7780;150.93;310;1;2024-08-27 10:18:13+00
645;7482;102.23;311;1;2024-08-27 14:18:01+00
646;3075;215.17;311;1;2024-08-27 14:18:01+00
647;5548;262.44;311;1;2024-08-27 14:18:01+00
648;10448;219.26;312;2;2024-08-28 13:19:37+00
649;8541;278.2;312;1;2024-08-28 13:19:37+00
650;11772;294.61;312;2;2024-08-28 13:19:37+00
651;13726;92.62;313;1;2024-08-28 13:31:28+00
652;803;66.62;314;1;2024-08-29 09:16:29+00
653;6873;110.88;314;2;2024-08-29 09:16:29+00
654;7348;236.56;314;1;2024-08-29 09:16:29+00
655;9000;28.83;315;1;2024-08-29 11:54:11+00
656;621;281.22;316;2;2024-08-30 10:47:23+00
657;2840;268.57;316;2;2024-08-30 10:47:23+00
658;8548;278.2;316;2;2024-08-30 10:47:23+00
659;8398;290.75;317;1;2024-08-30 10:00:33+00
660;8593;20.1;318;2;2024-08-30 14:45:22+00
661;11967;254.12;318;2;2024-08-30 14:45:22+00
662;13514;276.23;319;1;2024-08-31 14:18:13+00
663;8267;290.75;319;1;2024-08-31 14:18:13+00
664;3330;288.72;320;2;2024-08-31 11:21:31+00
665;428;283.37;321;2;2024-08-31 12:15:31+00
666;12715;230.23;322;1;2024-09-01 09:23:01+00
667;7342;236.56;322;1;2024-09-01 09:23:01+00
668;7548;289.24;322;2;2024-09-01 09:23:01+00
669;13386;31.23;323;2;2024-09-01 14:57:37+00
670;744;281.22;323;1;2024-09-01 14:57:37+00
671;9031;47.46;324;1;2024-09-01 12:01:20+00
672;12353;237.55;325;2;2024-09-02 14:15:08+00
673;5073;167.55;326;1;2024-09-02 15:13:29+00
674;5769;162.85;327;2;2024-09-02 12:57:59+00
675;4122;232.76;327;1;2024-09-02 12:57:59+00
676;12548;171.24;328;1;2024-09-03 16:19:03+00
677;10650;38.05;329;1;2024-09-03 11:26:19+00
678;3120;64.84;329;2;2024-09-03 11:26:19+00
679;5926;138.92;330;1;2024-09-03 15:57:16+00
680;8946;28.83;330;1;2024-09-03 15:57:16+00
681;12550;171.24;330;1;2024-09-03 15:57:16+00
682;6766;110.88;331;1;2024-09-04 12:03:27+00
683;10989;53.72;332;2;2024-09-04 17:20:50+00
684;7981;250.91;332;1;2024-09-04 17:20:50+00
685;8172;111.78;332;2;2024-09-04 17:20:50+00
686;4940;208.94;333;2;2024-09-05 11:07:29+00
687;3202;64.84;333;2;2024-09-05 11:07:29+00
688;2542;275.94;334;1;2024-09-05 14:11:30+00
689;2480;135.84;334;1;2024-09-05 14:11:30+00
690;1041;111.73;334;2;2024-09-05 14:11:30+00
691;12850;180.65;335;1;2024-09-06 16:31:39+00
692;14210;170.61;335;1;2024-09-06 16:31:39+00
693;3497;155.59;335;2;2024-09-06 16:31:39+00
694;1888;226.63;336;2;2024-09-07 17:59:11+00
695;10530;64.13;336;1;2024-09-07 17:59:11+00
696;4972;208.94;337;1;2024-09-08 09:26:30+00
697;12283;197.75;337;2;2024-09-08 09:26:30+00
698;6244;174.36;337;2;2024-09-08 09:26:30+00
699;7830;234.66;338;2;2024-09-08 13:29:11+00
700;3577;39.3;338;1;2024-09-08 13:29:11+00
701;9878;187.29;339;1;2024-09-09 13:16:15+00
702;3485;155.59;339;1;2024-09-09 13:16:15+00
703;10366;219.26;340;2;2024-09-10 09:10:17+00
704;6838;110.88;341;1;2024-09-11 17:16:42+00
705;14167;170.61;341;2;2024-09-11 17:16:42+00
706;9799;187.29;342;2;2024-09-12 16:18:47+00
707;11068;57.8;342;2;2024-09-12 16:18:47+00
708;6612;154.03;342;1;2024-09-12 16:18:47+00
709;2882;268.57;343;2;2024-09-12 09:11:55+00
710;9294;246.6;344;2;2024-09-13 15:05:19+00
711;137;222.42;345;1;2024-09-13 14:15:17+00
712;11784;294.61;346;1;2024-09-14 13:44:28+00
713;1274;28.56;346;1;2024-09-14 13:44:28+00
714;4517;264.4;347;1;2024-09-14 16:49:06+00
715;9070;47.46;348;1;2024-09-15 13:57:55+00
716;7958;250.91;349;2;2024-09-16 09:48:40+00
717;3753;128.63;349;2;2024-09-16 09:48:40+00
718;11420;281.15;350;1;2024-09-16 10:08:06+00
719;11279;74.23;351;2;2024-09-16 09:45:31+00
720;7469;102.23;352;1;2024-09-17 14:57:36+00
721;6663;154.03;352;1;2024-09-17 14:57:36+00
722;2765;142.68;353;2;2024-09-17 10:42:50+00
723;11161;74.23;353;1;2024-09-17 10:42:50+00
724;4286;134.02;353;2;2024-09-17 10:42:50+00
725;1005;111.73;354;1;2024-09-17 13:36:17+00
726;2464;135.84;354;2;2024-09-17 13:36:17+00
727;12477;237.55;355;2;2024-09-18 12:21:09+00
728;13175;235.47;356;1;2024-09-18 17:25:27+00
729;5370;186.72;357;2;2024-09-19 12:14:41+00
730;9584;271.65;358;1;2024-09-20 09:51:56+00
731;10034;124.13;358;1;2024-09-20 09:51:56+00
732;10489;219.26;359;1;2024-09-21 09:33:13+00
733;5704;162.85;359;2;2024-09-21 09:33:13+00
734;859;66.62;359;2;2024-09-21 09:33:13+00
735;12198;121.87;360;1;2024-09-21 12:17:33+00
736;5521;262.44;360;1;2024-09-21 12:17:33+00
737;693;281.22;361;2;2024-09-21 16:56:44+00
738;13409;31.23;361;1;2024-09-21 16:56:44+00
739;2879;268.57;361;2;2024-09-21 16:56:44+00
740;12371;237.55;362;1;2024-09-22 13:33:51+00
741;681;281.22;362;2;2024-09-22 13:33:51+00
742;13088;97.53;362;1;2024-09-22 13:33:51+00
743;10245;236.95;363;1;2024-09-23 09:12:25+00
744;12910;180.65;363;1;2024-09-23 09:12:25+00
745;11746;46.67;364;1;2024-09-23 11:05:04+00
746;10206;236.95;364;2;2024-09-23 11:05:04+00
747;4605;116.24;365;2;2024-09-24 09:54:37+00
748;1877;226.63;365;2;2024-09-24 09:54:37+00
749;13812;215.83;365;2;2024-09-24 09:54:37+00
750;3448;155.59;366;2;2024-09-25 10:53:36+00
751;742;281.22;366;2;2024-09-25 10:53:36+00
752;6889;110.88;367;1;2024-09-26 11:46:33+00
753;13993;230.3;367;2;2024-09-26 11:46:33+00
754;8938;28.83;367;2;2024-09-26 11:46:33+00
755;12481;237.55;368;1;2024-09-26 10:44:39+00
756;4904;208.94;368;1;2024-09-26 10:44:39+00
757;9550;271.65;369;2;2024-09-27 14:52:31+00
758;11397;281.15;369;1;2024-09-27 14:52:31+00
759;256;88.99;369;1;2024-09-27 14:52:31+00
760;1449;61.77;370;1;2024-09-28 09:48:38+00
761;2547;275.94;370;2;2024-09-28 09:48:38+00
762;5223;77.25;371;2;2024-09-28 13:41:50+00
763;8869;28.83;371;2;2024-09-28 13:41:50+00
764;5193;167.55;371;1;2024-09-28 13:41:50+00
765;6738;154.03;372;1;2024-09-29 12:32:43+00
766;13862;215.83;373;2;2024-09-29 13:43:59+00
767;8850;237.93;374;1;2024-09-30 12:10:16+00
768;6930;113.29;375;1;2024-10-01 11:09:56+00
769;1307;28.56;375;2;2024-10-01 11:09:56+00
770;4223;134.02;376;2;2024-10-02 12:20:53+00
771;9552;271.65;376;1;2024-10-02 12:20:53+00
772;12612;171.24;376;2;2024-10-02 12:20:53+00
773;10584;38.05;377;2;2024-10-02 09:59:50+00
774;4187;134.02;377;1;2024-10-02 09:59:50+00
775;13402;31.23;378;2;2024-10-03 12:21:01+00
776;6473;22.47;379;2;2024-10-04 15:56:14+00
777;12763;230.23;379;2;2024-10-04 15:56:14+00
778;963;111.73;380;2;2024-10-04 13:46:47+00
779;2122;279.02;380;1;2024-10-04 13:46:47+00
780;2996;215.17;380;2;2024-10-04 13:46:47+00
781;2974;215.17;381;2;2024-10-04 11:02:50+00
782;14100;230.3;381;2;2024-10-04 11:02:50+00
783;13569;276.23;382;1;2024-10-05 17:41:11+00
784;1406;61.77;382;2;2024-10-05 17:41:11+00
785;738;281.22;383;2;2024-10-05 16:17:29+00
786;5337;186.72;383;2;2024-10-05 16:17:29+00
787;5804;162.85;384;2;2024-10-05 17:46:36+00
788;2509;275.94;384;1;2024-10-05 17:46:36+00
789;10155;138.33;385;2;2024-10-06 11:52:58+00
790;10038;124.13;385;1;2024-10-06 11:52:58+00
791;2359;135.84;385;2;2024-10-06 11:52:58+00
792;6471;22.47;386;1;2024-10-06 09:18:22+00
793;5535;262.44;387;1;2024-10-06 12:13:52+00
794;7419;102.23;388;1;2024-10-07 15:55:24+00
795;3463;155.59;388;1;2024-10-07 15:55:24+00
796;259;88.99;388;2;2024-10-07 15:55:24+00
797;14115;170.61;389;2;2024-10-07 17:08:11+00
798;11426;281.15;390;2;2024-10-07 13:53:25+00
799;5767;162.85;390;2;2024-10-07 13:53:25+00
800;1975;226.63;390;2;2024-10-07 13:53:25+00
801;11797;294.61;391;1;2024-10-08 14:11:50+00
802;6500;22.47;391;2;2024-10-08 14:11:50+00
803;6663;154.03;391;2;2024-10-08 14:11:50+00
804;13052;97.53;392;2;2024-10-08 13:30:10+00
805;6946;113.29;392;2;2024-10-08 13:30:10+00
806;7161;114.53;392;1;2024-10-08 13:30:10+00
807;11775;294.61;393;2;2024-10-09 10:39:47+00
808;3994;203.5;393;2;2024-10-09 10:39:47+00
809;4839;65.61;393;1;2024-10-09 10:39:47+00
810;4577;264.4;394;1;2024-10-09 16:20:07+00
811;11359;281.15;395;2;2024-10-09 11:33:33+00
812;3798;128.63;395;2;2024-10-09 11:33:33+00
813;9268;246.6;395;2;2024-10-09 11:33:33+00
814;12042;254.12;396;2;2024-10-10 13:51:58+00
815;2830;268.57;397;1;2024-10-10 12:00:16+00
816;8092;250.91;398;2;2024-10-10 12:42:46+00
817;5234;77.25;398;1;2024-10-10 12:42:46+00
818;14337;246.92;398;2;2024-10-10 12:42:46+00
819;3347;288.72;399;1;2024-10-11 12:30:14+00
820;13920;215.83;399;2;2024-10-11 12:30:14+00
821;2036;279.02;399;2;2024-10-11 12:30:14+00
822;13426;31.23;400;1;2024-10-11 12:52:06+00
823;11352;281.15;400;2;2024-10-11 12:52:06+00
824;13440;31.23;400;1;2024-10-11 12:52:06+00
825;11337;281.15;401;1;2024-10-11 14:36:36+00
826;9599;271.65;402;2;2024-10-12 15:21:38+00
827;6351;83.11;403;1;2024-10-12 15:03:54+00
828;1469;61.77;403;2;2024-10-12 15:03:54+00
829;9886;187.29;403;1;2024-10-12 15:03:54+00
830;12730;230.23;404;1;2024-10-12 15:48:36+00
831;5041;208.94;405;2;2024-10-13 17:20:49+00
832;13057;97.53;405;2;2024-10-13 17:20:49+00
833;7685;150.93;406;1;2024-10-14 10:15:59+00
834;6625;154.03;407;2;2024-10-14 11:51:33+00
835;5805;162.85;407;2;2024-10-14 11:51:33+00
836;8866;28.83;408;1;2024-10-15 11:48:12+00
837;6020;163.16;409;1;2024-10-15 14:28:04+00
838;11112;57.8;409;2;2024-10-15 14:28:04+00
839;8837;237.93;409;1;2024-10-15 14:28:04+00
840;8338;290.75;410;1;2024-10-15 12:16:07+00
841;8849;237.93;410;2;2024-10-15 12:16:07+00
842;11947;254.12;411;2;2024-10-16 13:39:36+00
843;6115;163.16;412;1;2024-10-16 12:53:13+00
844;244;88.99;412;2;2024-10-16 12:53:13+00
845;4443;246.25;413;1;2024-10-16 17:23:42+00
846;7112;114.53;413;1;2024-10-16 17:23:42+00
847;9051;47.46;413;1;2024-10-16 17:23:42+00
848;10625;38.05;414;2;2024-10-17 16:16:39+00
849;1805;158.77;414;1;2024-10-17 16:16:39+00
850;5157;167.55;415;1;2024-10-17 16:52:48+00
851;14206;170.61;415;1;2024-10-17 16:52:48+00
852;11457;287.87;415;2;2024-10-17 16:52:48+00
853;8925;28.83;416;1;2024-10-17 16:55:23+00
854;755;66.62;416;1;2024-10-17 16:55:23+00
855;12784;230.23;417;2;2024-10-18 10:09:35+00
856;11511;287.87;417;2;2024-10-18 10:09:35+00
857;5831;162.85;417;1;2024-10-18 10:09:35+00
858;4382;246.25;418;2;2024-10-19 14:40:20+00
859;2692;142.68;418;1;2024-10-19 14:40:20+00
860;1625;34.97;418;2;2024-10-19 14:40:20+00
861;3437;155.59;419;1;2024-10-20 10:15:58+00
862;5384;186.72;419;2;2024-10-20 10:15:58+00
863;4799;65.61;419;1;2024-10-20 10:15:58+00
864;5354;186.72;420;2;2024-10-20 10:40:53+00
865;12124;121.87;420;2;2024-10-20 10:40:53+00
866;732;281.22;420;2;2024-10-20 10:40:53+00
867;4516;264.4;421;2;2024-10-21 15:22:52+00
868;13005;97.53;422;1;2024-10-21 14:03:24+00
869;10644;38.05;422;2;2024-10-21 14:03:24+00
870;1628;34.97;422;2;2024-10-21 14:03:24+00
871;4730;116.24;423;1;2024-10-21 10:44:51+00
872;2586;275.94;423;2;2024-10-21 10:44:51+00
873;10981;53.72;423;1;2024-10-21 10:44:51+00
874;3669;39.3;424;2;2024-10-22 10:50:40+00
875;10698;38.05;424;1;2024-10-22 10:50:40+00
876;8228;111.78;425;1;2024-10-22 15:00:01+00
877;12105;121.87;425;2;2024-10-22 15:00:01+00
878;6652;154.03;425;2;2024-10-22 15:00:01+00
879;4976;208.94;426;2;2024-10-23 12:30:02+00
880;13399;31.23;426;1;2024-10-23 12:30:02+00
881;2559;275.94;427;1;2024-10-24 16:39:05+00
882;5500;262.44;427;1;2024-10-24 16:39:05+00
883;3881;203.5;427;2;2024-10-24 16:39:05+00
884;2552;275.94;428;1;2024-10-25 12:17:52+00
885;1157;108.62;428;2;2024-10-25 12:17:52+00
886;8992;28.83;428;2;2024-10-25 12:17:52+00
887;1019;111.73;429;1;2024-10-26 09:53:48+00
888;7709;150.93;429;2;2024-10-26 09:53:48+00
889;11405;281.15;430;2;2024-10-26 14:06:43+00
890;2238;297.07;431;1;2024-10-27 15:58:53+00
891;11819;294.61;432;1;2024-10-27 17:53:24+00
892;919;111.73;432;1;2024-10-27 17:53:24+00
893;13587;276.23;433;2;2024-10-27 12:34:53+00
894;2639;275.94;434;2;2024-10-28 15:59:57+00
895;11737;46.67;435;1;2024-10-28 09:32:51+00
896;608;281.22;435;2;2024-10-28 09:32:51+00
897;10966;53.72;436;2;2024-10-29 12:29:43+00
898;4754;65.61;436;1;2024-10-29 12:29:43+00
899;7008;113.29;437;1;2024-10-30 12:19:11+00
900;346;283.37;437;1;2024-10-30 12:19:11+00
901;3606;39.3;437;1;2024-10-30 12:19:11+00
902;6637;154.03;438;2;2024-10-30 15:06:17+00
903;1186;108.62;438;2;2024-10-30 15:06:17+00
904;7769;150.93;438;1;2024-10-30 15:06:17+00
905;9039;47.46;439;1;2024-10-31 09:42:09+00
906;286;88.99;439;2;2024-10-31 09:42:09+00
907;7171;114.53;439;2;2024-10-31 09:42:09+00
908;13626;92.62;440;1;2024-10-31 14:42:51+00
909;783;66.62;441;1;2024-11-01 11:42:20+00
910;9778;187.29;442;2;2024-11-01 14:30:33+00
911;5318;186.72;443;1;2024-11-02 09:43:15+00
912;13496;276.23;443;2;2024-11-02 09:43:15+00
913;10242;236.95;444;2;2024-11-03 12:25:29+00
914;5105;167.55;444;2;2024-11-03 12:25:29+00
915;11565;287.87;444;2;2024-11-03 12:25:29+00
916;9479;271.65;445;1;2024-11-03 17:32:19+00
917;8288;290.75;445;1;2024-11-03 17:32:19+00
918;2059;279.02;445;1;2024-11-03 17:32:19+00
919;2813;268.57;446;1;2024-11-04 13:32:01+00
920;3970;203.5;446;1;2024-11-04 13:32:01+00
921;9887;187.29;446;2;2024-11-04 13:32:01+00
922;9772;187.29;447;1;2024-11-04 09:50:31+00
923;6661;154.03;447;2;2024-11-04 09:50:31+00
924;2538;275.94;448;1;2024-11-04 16:16:00+00
925;3822;128.63;448;1;2024-11-04 16:16:00+00
926;10590;38.05;449;2;2024-11-05 13:38:25+00
927;5533;262.44;449;2;2024-11-05 13:38:25+00
928;9958;124.13;450;2;2024-11-05 11:34:25+00
929;2181;297.07;450;2;2024-11-05 11:34:25+00
930;10097;138.33;451;2;2024-11-05 15:42:31+00
931;11737;46.67;451;1;2024-11-05 15:42:31+00
932;11918;254.12;452;1;2024-11-06 13:46:41+00
933;7805;234.66;453;2;2024-11-07 13:26:57+00
934;13613;92.62;453;1;2024-11-07 13:26:57+00
935;12931;180.65;453;1;2024-11-07 13:26:57+00
936;5598;231.72;454;1;2024-11-07 14:43:28+00
937;1873;226.63;454;1;2024-11-07 14:43:28+00
938;12759;230.23;454;1;2024-11-07 14:43:28+00
939;1776;158.77;455;1;2024-11-08 09:17:28+00
940;750;281.22;455;2;2024-11-08 09:17:28+00
941;10323;236.95;455;1;2024-11-08 09:17:28+00
942;14333;246.92;456;1;2024-11-08 12:45:22+00
943;12948;180.65;457;1;2024-11-08 12:11:53+00
944;77;222.42;457;2;2024-11-08 12:11:53+00
945;11540;287.87;457;1;2024-11-08 12:11:53+00
946;4842;65.61;458;2;2024-11-09 10:50:09+00
947;5135;167.55;458;1;2024-11-09 10:50:09+00
948;8061;250.91;459;2;2024-11-09 11:28:37+00
949;3055;215.17;460;2;2024-11-10 12:08:06+00
950;13341;31.23;461;1;2024-11-10 10:32:01+00
951;10412;219.26;461;2;2024-11-10 10:32:01+00
952;11852;294.61;462;1;2024-11-10 15:23:23+00
953;11903;254.12;462;2;2024-11-10 15:23:23+00
954;2835;268.57;462;1;2024-11-10 15:23:23+00
955;100;222.42;463;2;2024-11-11 14:43:34+00
956;13721;92.62;464;1;2024-11-11 15:08:00+00
957;7853;234.66;464;1;2024-11-11 15:08:00+00
958;11266;74.23;464;1;2024-11-11 15:08:00+00
959;6644;154.03;465;1;2024-11-12 16:32:15+00
960;7111;114.53;466;1;2024-11-12 13:34:14+00
961;10002;124.13;467;1;2024-11-12 14:16:52+00
962;8534;278.2;467;1;2024-11-12 14:16:52+00
963;4655;116.24;467;2;2024-11-12 14:16:52+00
964;3503;155.59;468;1;2024-11-13 09:53:32+00
965;5271;186.72;468;1;2024-11-13 09:53:32+00
966;5759;162.85;469;2;2024-11-14 17:13:41+00
967;3133;64.84;469;2;2024-11-14 17:13:41+00
968;1965;226.63;470;1;2024-11-15 15:47:10+00
969;11092;57.8;471;2;2024-11-15 10:31:27+00
970;7571;289.24;471;1;2024-11-15 10:31:27+00
971;13212;235.47;472;2;2024-11-15 09:09:53+00
972;2127;279.02;473;2;2024-11-16 16:05:53+00
973;5133;167.55;474;1;2024-11-16 09:39:13+00
974;4016;232.76;474;2;2024-11-16 09:39:13+00
975;3956;203.5;474;2;2024-11-16 09:39:13+00
976;12644;171.24;475;2;2024-11-16 11:13:10+00
977;819;66.62;475;2;2024-11-16 11:13:10+00
978;9997;124.13;476;1;2024-11-17 12:24:08+00
979;7129;114.53;477;2;2024-11-17 12:22:22+00
980;902;111.73;478;2;2024-11-18 16:20:23+00
981;5290;186.72;478;2;2024-11-18 16:20:23+00
982;4392;246.25;479;2;2024-11-19 13:17:55+00
983;7393;102.23;479;2;2024-11-19 13:17:55+00
984;14378;246.92;479;1;2024-11-19 13:17:55+00
985;5220;77.25;480;1;2024-11-19 12:26:39+00
986;12244;197.75;480;1;2024-11-19 12:26:39+00
987;2924;268.57;480;1;2024-11-19 12:26:39+00
988;2341;181.96;481;1;2024-11-19 17:33:27+00
989;6598;22.47;481;2;2024-11-19 17:33:27+00
990;2557;275.94;481;1;2024-11-19 17:33:27+00
991;9178;246.6;482;1;2024-11-20 09:09:35+00
992;9850;187.29;482;2;2024-11-20 09:09:35+00
993;699;281.22;483;1;2024-11-20 13:19:48+00
994;370;283.37;484;2;2024-11-20 13:49:37+00
995;2672;142.68;484;2;2024-11-20 13:49:37+00
996;6006;163.16;484;2;2024-11-20 13:49:37+00
997;11217;74.23;485;2;2024-11-21 10:55:30+00
998;13322;31.23;485;2;2024-11-21 10:55:30+00
999;11351;281.15;485;2;2024-11-21 10:55:30+00
